"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Births
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"	"November"	"11"	"Male"	"M"	1495
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"	"November"	"11"			3023
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"	"December"	"12"	"Female"	"F"	1361
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"	"December"	"12"	"Male"	"M"	1500
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"	"December"	"12"			2861
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2012"	"2012"					36539
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"January"	"1"	"Female"	"F"	1497
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"January"	"1"	"Male"	"M"	1485
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"January"	"1"			2982
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"February"	"2"	"Female"	"F"	1309
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"February"	"2"	"Male"	"M"	1366
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"February"	"2"			2675
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"March"	"3"	"Female"	"F"	1419
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"March"	"3"	"Male"	"M"	1471
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"March"	"3"			2890
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"April"	"4"	"Female"	"F"	1493
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"April"	"4"	"Male"	"M"	1425
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"April"	"4"			2918
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"May"	"5"	"Female"	"F"	1492
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"May"	"5"	"Male"	"M"	1549
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"May"	"5"			3041
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"June"	"6"	"Female"	"F"	1486
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"June"	"6"	"Male"	"M"	1561
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"June"	"6"			3047
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"July"	"7"	"Female"	"F"	1552
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"July"	"7"	"Male"	"M"	1710
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"July"	"7"			3262
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"August"	"8"	"Female"	"F"	1560
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"August"	"8"	"Male"	"M"	1696
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"August"	"8"			3256
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"September"	"9"	"Female"	"F"	1448
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"September"	"9"	"Male"	"M"	1576
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"September"	"9"			3024
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"October"	"10"	"Female"	"F"	1533
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"October"	"10"	"Male"	"M"	1639
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"October"	"10"			3172
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"November"	"11"	"Female"	"F"	1357
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"November"	"11"	"Male"	"M"	1474
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"November"	"11"			2831
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"December"	"12"	"Female"	"F"	1479
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"December"	"12"	"Male"	"M"	1508
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"	"December"	"12"			2987
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2013"	"2013"					36085
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"January"	"1"	"Female"	"F"	1426
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"January"	"1"	"Male"	"M"	1447
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"January"	"1"			2873
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"February"	"2"	"Female"	"F"	1281
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"February"	"2"	"Male"	"M"	1327
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"February"	"2"			2608
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"March"	"3"	"Female"	"F"	1471
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"March"	"3"	"Male"	"M"	1516
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"March"	"3"			2987
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"April"	"4"	"Female"	"F"	1430
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"April"	"4"	"Male"	"M"	1501
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"April"	"4"			2931
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"May"	"5"	"Female"	"F"	1496
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"May"	"5"	"Male"	"M"	1658
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"May"	"5"			3154
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"June"	"6"	"Female"	"F"	1418
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"June"	"6"	"Male"	"M"	1652
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"June"	"6"			3070
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"July"	"7"	"Female"	"F"	1592
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"July"	"7"	"Male"	"M"	1727
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"July"	"7"			3319
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"August"	"8"	"Female"	"F"	1588
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"August"	"8"	"Male"	"M"	1618
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"August"	"8"			3206
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"September"	"9"	"Female"	"F"	1576
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"September"	"9"	"Male"	"M"	1619
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"September"	"9"			3195
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"October"	"10"	"Female"	"F"	1531
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"October"	"10"	"Male"	"M"	1551
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"October"	"10"			3082
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"November"	"11"	"Female"	"F"	1376
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"November"	"11"	"Male"	"M"	1506
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"November"	"11"			2882
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"December"	"12"	"Female"	"F"	1450
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"December"	"12"	"Male"	"M"	1528
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"	"December"	"12"			2978
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2014"	"2014"					36285
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"January"	"1"	"Female"	"F"	1392
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"January"	"1"	"Male"	"M"	1515
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"January"	"1"			2907
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"February"	"2"	"Female"	"F"	1295
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"February"	"2"	"Male"	"M"	1337
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"February"	"2"			2632
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"March"	"3"	"Female"	"F"	1501
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"March"	"3"	"Male"	"M"	1527
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"March"	"3"			3028
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"April"	"4"	"Female"	"F"	1463
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"April"	"4"	"Male"	"M"	1480
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"April"	"4"			2943
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"May"	"5"	"Female"	"F"	1532
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"May"	"5"	"Male"	"M"	1612
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"May"	"5"			3144
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"June"	"6"	"Female"	"F"	1507
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"June"	"6"	"Male"	"M"	1495
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"June"	"6"			3002
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"July"	"7"	"Female"	"F"	1513
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"July"	"7"	"Male"	"M"	1621
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"July"	"7"			3134
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"August"	"8"	"Female"	"F"	1483
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"August"	"8"	"Male"	"M"	1696
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"August"	"8"			3179
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"September"	"9"	"Female"	"F"	1567
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"September"	"9"	"Male"	"M"	1609
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"September"	"9"			3176
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"October"	"10"	"Female"	"F"	1466
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"October"	"10"	"Male"	"M"	1473
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"October"	"10"			2939
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"November"	"11"	"Female"	"F"	1349
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"November"	"11"	"Male"	"M"	1443
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"November"	"11"			2792
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"December"	"12"	"Female"	"F"	1473
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"December"	"12"	"Male"	"M"	1397
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"	"December"	"12"			2870
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2015"	"2015"					35746
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"January"	"1"	"Female"	"F"	1404
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"January"	"1"	"Male"	"M"	1426
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"January"	"1"			2830
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"February"	"2"	"Female"	"F"	1393
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"February"	"2"	"Male"	"M"	1302
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"February"	"2"			2695
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"March"	"3"	"Female"	"F"	1454
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"March"	"3"	"Male"	"M"	1533
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"March"	"3"			2987
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"April"	"4"	"Female"	"F"	1547
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"April"	"4"	"Male"	"M"	1518
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"April"	"4"			3065
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"May"	"5"	"Female"	"F"	1544
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"May"	"5"	"Male"	"M"	1597
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"May"	"5"			3141
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"June"	"6"	"Female"	"F"	1527
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"June"	"6"	"Male"	"M"	1571
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"June"	"6"			3098
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"July"	"7"	"Female"	"F"	1528
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"July"	"7"	"Male"	"M"	1635
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"July"	"7"			3163
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"August"	"8"	"Female"	"F"	1573
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"August"	"8"	"Male"	"M"	1679
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"August"	"8"			3252
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"September"	"9"	"Female"	"F"	1605
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"September"	"9"	"Male"	"M"	1505
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"September"	"9"			3110
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"October"	"10"	"Female"	"F"	1420
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"October"	"10"	"Male"	"M"	1522
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"October"	"10"			2942
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"November"	"11"	"Female"	"F"	1391
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"November"	"11"	"Male"	"M"	1386
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"November"	"11"			2777
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"December"	"12"	"Female"	"F"	1452
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"December"	"12"	"Male"	"M"	1503
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"	"December"	"12"			2955
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2016"	"2016"					36015
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"January"	"1"	"Female"	"F"	1369
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"January"	"1"	"Male"	"M"	1413
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"January"	"1"			2782
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"February"	"2"	"Female"	"F"	1249
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"February"	"2"	"Male"	"M"	1319
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"February"	"2"			2568
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"March"	"3"	"Female"	"F"	1422
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"March"	"3"	"Male"	"M"	1560
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"March"	"3"			2982
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"April"	"4"	"Female"	"F"	1418
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"April"	"4"	"Male"	"M"	1484
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"April"	"4"			2902
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"May"	"5"	"Female"	"F"	1505
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"May"	"5"	"Male"	"M"	1538
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"May"	"5"			3043
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"June"	"6"	"Female"	"F"	1478
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"June"	"6"	"Male"	"M"	1535
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"June"	"6"			3013
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"July"	"7"	"Female"	"F"	1477
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"July"	"7"	"Male"	"M"	1561
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"July"	"7"			3038
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"August"	"8"	"Female"	"F"	1579
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"August"	"8"	"Male"	"M"	1618
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"August"	"8"			3197
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"September"	"9"	"Female"	"F"	1539
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"September"	"9"	"Male"	"M"	1600
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"September"	"9"			3139
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"October"	"10"	"Female"	"F"	1448
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"October"	"10"	"Male"	"M"	1504
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"October"	"10"			2952
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"November"	"11"	"Female"	"F"	1384
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"November"	"11"	"Male"	"M"	1513
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"November"	"11"			2897
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"December"	"12"	"Female"	"F"	1291
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"December"	"12"	"Male"	"M"	1417
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"	"December"	"12"			2708
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"2017"	"2017"					35221
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"							411835
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"January"	"1"	"Female"	"F"	571
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"January"	"1"	"Male"	"M"	618
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"January"	"1"			1189
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"February"	"2"	"Female"	"F"	563
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"February"	"2"	"Male"	"M"	537
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"February"	"2"			1100
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"March"	"3"	"Female"	"F"	588
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"March"	"3"	"Male"	"M"	579
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"March"	"3"			1167
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"April"	"4"	"Female"	"F"	568
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"April"	"4"	"Male"	"M"	593
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"April"	"4"			1161
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"May"	"5"	"Female"	"F"	588
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"May"	"5"	"Male"	"M"	647
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"May"	"5"			1235
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"June"	"6"	"Female"	"F"	628
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"June"	"6"	"Male"	"M"	608
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"June"	"6"			1236
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"July"	"7"	"Female"	"F"	593
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"July"	"7"	"Male"	"M"	640
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"July"	"7"			1233
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"August"	"8"	"Female"	"F"	582
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"August"	"8"	"Male"	"M"	632
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"August"	"8"			1214
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"September"	"9"	"Female"	"F"	560
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"September"	"9"	"Male"	"M"	630
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"2007"	"2007"	"September"	"9"			1190
